"From","To","from","to"
"ZAP70","THEMIS",3339,3047
"BCR","YWHAZ",269,3336
"BCR","AFDN",269,63
"NEK7","KIF11",1864,1468
"GAK","TP63",1068,3101
"GAK","CLTC",1068,588
"DYRK3","H3-3A",814,1211
"DYRK3","NCOA3",814,1830
"TYK2","SIVA1",3192,2732
"TYK2","STAT3",3192,2900
"PTK2B","TGFB1I1",2359,3040
"PTK2B","ID3",2359,1319
"PTK2B","CTTN",2359,654
"PTK2B","LAT",2359,1524
"PTK2B","STIM1",2359,2908
"RPS6KB2","HSPB1",2595,1302
"RPS6KB2","TARBP2",2595,2993
"RPS6KB2","GSK3B",2595,1164
"RPS6KB2","KRT18",2595,1507
"RPS6KB2","RICTOR",2595,2529
"FGR","ALOX5",994,96
"FGR","TBK1",994,3003
"FGR","GLO1",994,1107
"FGR","NFE2L2",994,1883
"FGR","RIPK2",994,2538
"FGR","IKBKG",994,1335
"ULK1","CDC37",3224,455
"ULK1","FBP1",3224,961
"ULK1","RIPK1",3224,2537
"ULK1","NR3C2",3224,1945
"ULK1","SMCR8",3224,2793
"ULK1","STING1",3224,2909
"ULK1","BNIP3L",3224,294
"ULK1","ATG13",3224,201
"ULK1","YAP1",3224,3323
"ULK1","ATG16L1",3224,203
"ULK1","PFKM",3224,2109
"ULK1","BECN1",3224,272
"ULK1","RPTOR",3224,2598
"ULK1","ENO1",3224,883
"ULK1","RB1CC1",3224,2460
"ULK1","SDCBP",3224,2657
"ULK1","ATG4B",3224,205
"ULK1","SESN2",3224,2679
"ULK1","HK1",3224,1259
"ULK1","BNIP3",3224,293
"ULK1","AMBRA1",3224,101
"ULK1","FLCN",3224,1005
"ULK1","SEC23A",3224,2661
"ULK1","PRKN",3224,2314
"ULK1","ATG101",3224,200
"ULK1","FUNDC1",3224,1043
"ULK1","MAD1L1",3224,1587
"ULK1","SEC16A",3224,2660
"ULK1","ATG14",3224,202
"ULK1","PIK3C3",3224,2142
"ULK1","FLII",3224,1007
"TEC","ITK",3017,1394
"TLK1","NEK1",3065,1856
"TLK1","H3C1",3065,1213
"TLK1","MAPKAPK5",3065,1656
"CDK1","TRIM32",475,3127
"CDK1","KPNA2",475,1505
"CDK1","NCL",475,1827
"CDK1","SIRT3",475,2729
"CDK1","NDUFB6",475,1842
"CDK1","ARHGAP19",475,153
"CDK1","CLASP2",475,572
"CDK1","NOLC1",475,1914
"CDK1","ATG13",475,201
"CDK1","EPB41",475,889
"CDK1","ITPR1",475,1398
"CDK1","ARHGEF2",475,169
"CDK1","VGLL4",475,3269
"CDK1","SRRM2",475,2874
"CDK1","YAP1",475,3323
"CDK1","KMT2E",475,1500
"CDK1","RGPD4",475,2511
"CDK1","TCOF1",475,3014
"CDK1","HMGCS1",475,1267
"CDK1","MASTL",475,1672
"CDK1","DNM2",475,764
"CDK1","PPP1R13L",475,2249
"CDK1","KIF20A",475,1472
"CDK1","CENPA",475,517
"CDK1","DLGAP5",475,751
"CDK1","PHLPP1",475,2132
"CDK1","TP53BP1",475,3098
"CDK1","UBE2I",475,3202
"CDK1","AJUBA",475,79
"CDK1","CDCA5",475,468
"CDK1","NCKAP5L",475,1825
"CDK1","USP1",475,3234
"CDK1","CTDSPL2",475,644
"CDK1","GMPS",475,1115
"CDK1","DAB2IP",475,674
"CDK1","UGDH",475,3217
"CDK1","EIF2AK2",475,845
"CDK1","EIF4G1",475,860
"CDK1","WWTR1",475,3307
"CDK1","NCOA1",475,1828
"CDK1","CHMP7",475,557
"CDK1","DENR",475,724
"CDK1","NDUFA12",475,1841
"CDK1","CDC14A",475,445
"CDK1","CDKN2D",475,508
"CDK1","FLNA",475,1008
"CDK1","TERF1",475,3021
"CDK1","LIMD1",475,1545
"CDK1","SKA3",475,2733
"CDK1","DIAPH1",475,738
"CDK1","CENPC",475,518
"CDK1","MTHFR",475,1763
"CDK1","AKT1",475,88
"CDK1","USP24",475,3243
"CDK1","UIMC1",475,3223
"CDK1","MKI67",475,1730
"CDK1","ODF2",475,1987
"CDK1","SCML2",475,2642
"CDK1","CDT1",475,509
"CDK1","NEDD1",475,1848
"CDK1","USP9X",475,3252
"CDK1","RBBP8",475,2463
"CDK1","PKN2",475,2175
"CDK1","CARHSP1",475,367
"CDK1","CCNB1",475,407
"CDK1","BCL9",475,267
"CDK1","DSN1",475,786
"CDK1","BAD",475,239
"CDK1","NDUFS2",475,1843
"CDK1","ISL1",475,1381
"CDK1","POLR2A",475,2222
"CDK1","CDCA2",475,467
"CDK1","ORC6",475,2001
"CDK1","CTTN",475,654
"CDK1","DDHD1",475,706
"CDK1","HJURP",475,1258
"CDK1","NCAPD3",475,1815
"CDK1","EIF4A3",475,855
"CDK1","VCPIP1",475,3264
"CDK1","RGPD5",475,2512
"CDK1","PKN1",475,2174
"CDK1","CUEDC2",475,656
"CDK1","EEF2",475,834
"CDK1","UBXN2B",475,3213
"CDK1","MCTS1",475,1694
"CDK1","LIG3",475,1542
"CDK1","RGPD8",475,2513
"CDK1","RANBP2",475,2435
"CDK1","APP",475,136
"CDK1","TEX14",475,3028
"CDK1","NAGK",475,1809
"CDK1","NCAPG",475,1816
"CDK1","AKAP12",475,81
"CDK1","KIFC1",475,1482
"CDK1","PIP5K1C",475,2161
"CDK1","EFHD2",475,836
"CDK1","BORA",475,296
"CDK1","TTK",475,3173
"CDK1","ADD1",475,49
"CDK1","PDPK1",475,2089
"CDK1","RSF1",475,2609
"CDK1","BARD1",475,249
"CDK1","BCL2L11",475,263
"CDK1","PPP2CA",475,2269
"CDK1","PYCR2",475,2390
"CDK1","PRC1",475,2279
"CDK1","BCL2L1",475,262
"CDK1","PAICS",475,2020
"CDK1","RFC1",475,2506
"CDK1","OSBP2",475,2003
"CDK1","BAG3",475,241
"CDK1","NDUFV1",475,1845
"CDK1","UNG",475,3229
"CDK1","DCTN6",475,701
"CDK1","IRS2",475,1377
"CDK1","GSG2",475,1162
"CDK1","PALLD",475,2027
"CDK1","NUAK1",475,1969
"CDK1","LDHA",475,1533
"CDK1","NUCKS1",475,1971
"CDK1","TPX2",475,3112
"CDK1","REPS2",475,2500
"CDK1","RIT1",475,2542
"CDK1","PDIA3",475,2081
"CDK1","KDM5B",475,1461
"CDK1","PDS5B",475,2090
"CDK1","PKM",475,2172
"CDK1","UHRF1",475,3222
"CDK1","ZMYM3",475,3360
"CDK1","CDKN1A",475,504
"CDK1","EML3",475,878
"CDK1","TPR",475,3110
"CDK1","TOP2B",475,3093
"CDK1","OGFR",475,1991
"CDK1","RECQL4",475,2490
"CDK1","RGPD3",475,2510
"CDK1","PHF8",475,2125
"CDK1","LRRK1",475,1573
"CDK1","AHNAK",475,69
"CDK1","PSMA5",475,2340
"CDK1","POLR1G",475,2221
"CDK1","NDUFV3",475,1847
"CDK1","DTL",475,791
"CDK1","DEPDC1",475,725
"CDK1","SSR1",475,2887
"CDK1","HIF1A",475,1249
"CDK1","XIAP",475,3310
"CDK1","RECQL5",475,2491
"CDK1","TFPT",475,3038
"CDK1","ERCC6",475,917
"CDK1","U2AF2",475,3197
"CDK1","DISC1",475,741
"CDK1","SET",475,2680
"CDK1","ANAPC4",475,108
"CDK1","PRPS1",475,2328
"CDK1","GAPVD1",475,1071
"CDK1","NME2",475,1909
"CDK1","UBAP2L",475,3199
"CDK1","RAB11FIP3",475,2401
"CDK1","TFCP2L1",475,3032
"CDK1","PEX14",475,2103
"CDK1","DNM1L",475,763
"CDK1","TPP1",475,3108
"CDK1","ELAVL1",475,865
"CDK1","SEPTIN9",475,2675
"CDK1","SOD2",475,2824
"CDK1","TERT",475,3024
"CDK1","HMGN5",475,1270
"CDK1","PI4KB",475,2134
"CDK1","ATR",475,221
"CDK1","PML",475,2209
"CDK1","FMNL2",475,1015
"CDK1","DCTN1",475,700
"CDK1","TOB2",475,3089
"CDK1","TIAM1",475,3052
"CDK1","SUPT5H",475,2956
"CDK1","CREB1",475,608
"CDK1","CGAS",475,543
"CDK1","SLC9A3R1",475,2770
"CDK1","CANX",475,359
"CDK1","USP14",475,3237
"CDK1","GATA2",475,1075
"CDK1","XPO1",475,3314
"CDK1","TMPO",475,3073
"CDK1","WWC1",475,3305
"CDK1","MAP7",475,1636
"CDK1","CCNE1",475,411
"CDK1","MCM7",475,1689
"CDK1","PPP6R2",475,2277
"CDK1","GIGYF2",475,1093
"CDK1","CDCA8",475,470
"CDK1","MAPK3",475,1645
"CDK1","HNRNPK",475,1283
"CDK1","ZC3H11A",475,3344
"CDK1","NEK9",475,1866
"CDK1","H1-4",475,1184
"PRKG1","PAK1",2312,2021
"STK33","STK33",2925,2925
"PAK4","NFE2L2",2024,1883
"PAK4","SNAI2",2024,2800
"PAK4","WASL",2024,3286
"PAK4","MZF1",2024,1805
"PAK4","STMN2",2024,2935
"PAK4","ITGB1BP1",2024,1387
"PAK4","RUNX1",2024,2617
"PAK4","TH",2024,3046
"PAK4","LIMK1",2024,1546
"PAK4","ESR1",2024,926
"CHEK2","SIAH2",553,2716
"CHEK2","AURKB",553,229
"CHEK2","BAIAP2L1",553,244
"CHEK2","ELAVL1",553,865
"CHEK2","H1-2",553,1183
"CHEK2","PLIN3",553,2195
"CHEK2","PLIN2",553,2194
"CHEK2","REV3L",553,2504
"CHEK2","E2F3",553,817
"CHEK2","INCENP",553,1352
"CHEK2","PSME3",553,2348
"CHEK2","CDK11B",553,478
"CHEK2","RBM28",553,2472
"CHEK2","BLM",553,282
"CHEK2","TRIM28",553,3125
"CHEK2","PKM",553,2172
"CHEK2","BDNF",553,271
"CAMK2D","KCNQ1",351,1450
"CAMK2D","ANKRD28",351,115
"CAMK2D","OCLN",351,1986
"GRK6","IGF1R",1157,1329
"GRK6","ADRB2",1157,57
"GRK6","OCLN",1157,1986
"FLT1","GLO1",1012,1107
"EPHA6","GLO1",898,1107
"IGF1R","PTH1R",1329,2356
"IGF1R","ANXA2",1329,119
"IGF1R","PCNA",1329,2057
"IGF1R","ESR1",1329,926
"IGF1R","SIRPA",1329,2726
"IGF1R","H3C1",1329,1213
"DMPK","SRF",755,2867
"TGFBR2","USP2",3042,3240
"LRRK1","CLIP1",1573,580
"LRRK1","CDK5RAP2",1573,494
"CLK1","SNRNP70",581,2813
"BRSK2","ARHGDIA",308,164
"BRSK2","TSC2",308,3158
"PRKDC","FUS",2311,1045
"PRKDC","MCC",2311,1683
"PRKDC","POU5F1",2311,2228
"PRKDC","XRCC4",2311,3319
"PRKDC","POLL",2311,2219
"PRKDC","IGFBP3",2311,1332
"PRKDC","H2AX",2311,1194
"PRKDC","FH",2311,995
"PRKDC","HOXA11",2311,1289
"PRKDC","SOX2",2311,2832
"PRKDC","MAPKAP1",2311,1653
"PRKDC","GOLPH3",2311,1125
"PRKDC","EGR1",2311,841
"PRKDC","IKBKG",2311,1335
"PRKDC","NABP2",2311,1806
"PRKDC","VIM",2311,3272
"PRKDC","XRCC1",2311,3316
"PRKDC","PELP1",2311,2100
"PRKDC","RAG2",2311,2425
"PRKDC","PDX1",2311,2091
"PRKDC","TOP1",2311,3091
"PRKDC","H1-2",2311,1183
"PRKDC","CDKN1B",2311,505
"PRKDC","NFKB1",2311,1884
"PRKDC","POLR2A",2311,2222
"PRKDC","MED1",2311,1702
"PRKDC","ASF1A",2311,188
"PRKDC","AIRE",2311,78
"PRKDC","PRKAG1",2311,2295
"PRKDC","TGM2",2311,3044
"PRKDC","USF1",2311,3232
"PRKDC","VCP",2311,3263
"PKN1","H3C1",2174,1213
"PKN1","HDAC9",2174,1238
"PKN1","MEFV",2174,1709
"MAP3K6","MAPK8",1626,1649
"MAP3K6","MAPK14",1626,1643
"DAPK1","RIGI",680,2531
"DAPK1","HSF1",680,1294
"DAPK1","RPL13A",680,2572
"DAPK1","MYL12B",680,1788
"DAPK1","MYL9",680,1790
"DAPK1","PELI1",680,2098
"PRKD1","ATP7B",2308,220
"PRKD1","DNM1L",2308,763
"PRKD1","REM1",2308,2498
"PRKD1","SPHK2",2308,2847
"PRKD1","MAP3K5",2308,1625
"PRKD1","PAK4",2308,2024
"PRKD1","AKT1",2308,88
"PRKD1","KAT7",2308,1418
"PRKD1","PIP5K1C",2308,2161
"PRKD1","ITGB4",2308,1391
"PRKD1","AP2B1",2308,123
"PRKD1","OXTR",2308,2010
"PRKD1","MFF",2308,1719
"PRKD1","TCAP",2308,3009
"PRKD1","CREB1",2308,608
"PRKD1","KCNH2",2308,1433
"PRKD1","FAM83G",2308,951
"PRKD1","CFL1",2308,539
"PRKD1","VASP",2308,3258
"PRKD1","HSPB6",2308,1303
"MAP3K7","TUBA1B",1627,3177
"MAP3K7","EIF4B",1627,856
"MAP3K7","HNRNPA2B1",1627,1277
"MAP3K7","FLNA",1627,1008
"MAP3K7","RBMX",1627,2480
"MAP3K7","TAB1",1627,2975
"MAP3K7","PKP2",1627,2178
"MAP3K7","HIPK2",1627,1253
"MAP3K7","HSP90B1",1627,1298
"MAP3K7","RAB1A",1627,2403
"MAP3K7","RAB8A",1627,2410
"MAP3K7","CDC25C",1627,451
"MAP3K7","POLD2",1627,2215
"MAP3K7","HDAC4",1627,1233
"MAP3K7","TUBB",1627,3180
"MAP3K7","TNFAIP8L2",1627,3077
"MAP3K7","GAPVD1",1627,1071
"MAP3K7","PRKAA2",1627,2290
"MAP3K7","E2F1",1627,816
"MAP3K7","ATAT1",1627,194
"MAP3K7","HDAC5",1627,1234
"MAP3K7","EEF1A1",1627,830
"MAP3K7","LDHA",1627,1533
"KIT","SLA",1485,2737
"KIT","PHB1",1485,2118
"KIT","LAT2",1485,1525
"EIF2AK2","MAPT",845,1660
"EIF2AK2","KDM4C",845,1459
"EPHA2","GLO1",894,1107
"EPHA2","YES1",894,3327
"STK11","SMAD4",2912,2783
"STK11","SIRT1",2912,2727
"STK11","CRTC1",2912,618
"STK11","PRKAA1",2912,2289
"STK11","YAP1",2912,3323
"STK11","PRMT5",2912,2319
"STK11","PTBP1",2912,2350
"STK11","CDKN1A",2912,504
"MARK1","TNK1",1663,3080
"MARK1","DIXDC1",1663,742
"MARK1","FEZ1",1663,984
"GRK7","OCLN",1158,1986
"ULK3","PIK3C3",3226,2142
"SGK2","PTOV1",2689,2363
"SGK2","LCP1",2689,1531
"SGK2","MDM2",2689,1697
"PKN2","NOS3",2175,1918
"PKN2","MEFV",2175,1709
"MARK2","RAB11FIP1",1664,2399
"MARK2","HDAC4",1664,1233
"MARK2","MARK2",1664,1664
"MARK2","FEZ1",1664,984
"MARK2","RNF41",1664,2552
"MARK2","BAIAP2",1664,243
"MARK2","HDAC5",1664,1234
"MARK2","EIF2S1",1664,849
"CLK2","PAGE4",582,2018
"SGK1","NCSTN",2688,1834
"SGK1","KMT2D",2688,1499
"SGK1","MKNK1",2688,1731
"SGK1","GSK3B",2688,1164
"SGK1","TSC2",2688,3158
"SGK1","WNK4",2688,3300
"SGK1","NFKBIA",2688,1886
"SGK1","APBB1",2688,128
"SGK1","CARHSP1",2688,367
"SGK1","SLC2A4",2688,2757
"SGK1","PIKFYVE",2688,2148
"SGK1","RICTOR",2688,2529
"SGK1","IKBKB",2688,1333
"JAK1","SIRT1",1402,2727
"JAK1","EIF2AK3",1402,846
"JAK1","STAT5A",1402,2902
"JAK1","SNX8",1402,2819
"JAK1","MAP3K5",1402,1625
"JAK1","H3C1",1402,1213
"JAK1","CD274",1402,427
"TAF1","TAF7",2980,2982
"MASTL","ENSA",1672,885
"MASTL","ARPP19",1672,179
"ABL1","DCBLD2",12,692
"ABL1","DCBLD1",12,691
"ABL1","TBX21",12,3006
"ABL1","SORBS2",12,2827
"ABL1","CDC73",12,466
"ABL1","MET",12,1715
"ABL1","HRAS",12,1291
"ABL1","MYC",12,1778
"ABL1","MDM4",12,1698
"ABL1","KAT5",12,1416
"ABL1","ANXA1",12,118
"ABL1","PXN",12,2387
"ABL1","CRKL",12,615
"ABL1","VAV1",12,3259
"ABL1","NOX5",12,1924
"ABL1","FHL2",12,999
"ABL1","JUNB",12,1409
"ABL1","MAVS",12,1676
"ABL1","PYCARD",12,2388
"ABL1","CTNNB1",12,648
"ABL1","FOXA1",12,1023
"ABL1","SNCA",12,2805
"ABL1","NOS3",12,1918
"ABL1","TRIM33",12,3128
"ABL1","PPARG",12,2232
"ABL1","DNM1L",12,763
"ABL1","ESR2",12,927
"ABL1","GLO1",12,1107
"ABL1","STX17",12,2941
"ABL1","GMNN",12,1113
"ABL1","NFKBIA",12,1886
"ABL1","ERRFI1",12,924
"ABL1","RTCB",12,2612
"ABL1","BCR",12,269
"ABL1","PLCG1",12,2184
"ABL1","SNW1",12,2815
"ABL1","OTULIN",12,2008
"ABL1","IRF3",12,1372
"ABL1","EMD",12,877
"ABL1","ARHGDIB",12,165
"ABL1","GMFG",12,1112
"ABL1","NUMA1",12,1974
"ABL1","ZNF746",12,3373
"ABL1","TUBG1",12,3183
"ABL1","PLEKHG2",12,2191
"ABL1","DDB1",12,705
"ABL1","CHCHD2",12,548
"ABL1","STK4",12,2931
"ABL1","NFAT5",12,1876
"ABL1","HDAC2",12,1231
"ABL1","PDHA1",12,2079
"ABL1","YY1",12,3337
"ABL1","WAS",12,3281
"ABL1","CKMT1A",12,571
"CDC7","NCL",465,1827
"CDC7","CLSPN",465,586
"CDC7","DTD1",465,790
"CDC7","TOP2A",465,3092
"CDC7","DBF4",465,687
"CDC7","CDC7",465,465
"CDC7","NPM1",465,1931
"CDC7","MFAP1",465,1718
"CDC7","AURKB",465,229
"GSK3B","SRC",1164,2863
"GSK3B","OGT",1164,1992
"GSK3B","GRB14",1164,1141
"GSK3B","AHR",1164,71
"GSK3B","CLASP2",1164,572
"GSK3B","RXRA",1164,2621
"GSK3B","SUFU",1164,2949
"GSK3B","APBB1",1164,128
"GSK3B","IRF3",1164,1372
"GSK3B","TNKS",1164,3082
"GSK3B","ERG",1164,920
"GSK3B","PIAS1",1164,2135
"GSK3B","CD274",1164,427
"GSK3B","GFI1",1164,1087
"GSK3B","HSPA1A",1164,1299
"GSK3B","NBR1",1164,1813
"GSK3B","DNM1L",1164,763
"GSK3B","STK38",1164,2928
"GSK3B","GATA6",1164,1078
"GSK3B","DROSHA",1164,785
"GSK3B","FBXL20",1164,963
"GSK3B","EIF6",1164,864
"GSK3B","USF1",1164,3232
"GSK3B","PTTG1",1164,2383
"GSK3B","STAT2",1164,2899
"GSK3B","FOXP3",1164,1035
"GSK3B","RFX1",1164,2508
"GSK3B","HSP90AB1",1164,1297
"GSK3B","RASSF1",1164,2457
"GSK3B","DES",1164,728
"GSK3B","VDAC1",1164,3265
"GSK3B","PRKAA1",1164,2289
"GSK3B","GLE1",1164,1102
"GSK3B","SNAI2",1164,2800
"GSK3B","MYBPC3",1164,1777
"GSK3B","E2F1",1164,816
"GSK3B","BCLAF1",1164,268
"GSK3B","RPTOR",1164,2598
"GSK3B","SOX9",1164,2834
"GSK3B","PGR",1164,2116
"GSK3B","ENDOG",1164,881
"GSK3B","GCM1",1164,1082
"GSK3B","CEBPD",1164,514
"GSK3B","KLC2",1164,1488
"GSK3B","RICTOR",1164,2529
"GSK3B","MAPRE1",1164,1657
"GSK3B","IKBKG",1164,1335
"GSK3B","CDX2",1164,510
"GSK3B","CTPS1",1164,651
"GSK3B","DPYSL3",1164,779
"GSK3B","HRAS",1164,1291
"GSK3B","FCAR",1164,973
"GSK3B","NIFK",1164,1896
"GSK3B","STAT3",1164,2900
"GSK3B","RELB",1164,2496
"GSK3B","SRF",1164,2867
"GSK3B","BCL2L1",1164,262
"GSK3B","NFE2L2",1164,1883
"GSK3B","MYCL",1164,1780
"GSK3B","OSBP2",1164,2003
"GSK3B","PICK1",1164,2138
"GSK3B","STMN3",1164,2936
"GSK3B","CLOCK",1164,585
"GSK3B","ADD2",1164,50
"GSK3B","WT1",1164,3303
"GSK3B","SMAD4",1164,2783
"GSK3B","SNCA",1164,2805
"GSK3B","MYCN",1164,1781
"GSK3B","XIAP",1164,3310
"GSK3B","BLM",1164,282
"GSK3B","FRAT1",1164,1037
"GSK3B","TOP2A",1164,3092
"GSK3B","BCAM",1164,255
"GSK3B","NFKB2",1164,1885
"GSK3B","FOXL2",1164,1029
"GSK3B","CEACAM1",1164,511
"GSK3B","JUNB",1164,1409
"GSK3B","SPI1",1164,2848
"GSK3B","DSP",1164,787
"GSK3B","EGLN2",1164,840
"GSK3B","FANCL",1164,957
"GSK3B","PKM",1164,2172
"GSK3B","FBXL2",1164,962
"GSK3B","SMAD1",1164,2780
"GSK3B","USF2",1164,3233
"GSK3B","HSP90AA1",1164,1296
"GSK3B","IKZF3",1164,1337
"GSK3B","ETS1",1164,929
"GSK3B","RAB11FIP5",1164,2402
"GSK3B","MYLK",1164,1791
"GSK3B","MAP3K11",1164,1616
"GSK3B","TRAF6",1164,3118
"GSK3B","ACBD5",1164,21
"GSK3B","WEE1",1164,3293
"GSK3B","IRF1",1164,1371
"GSK3B","VHL",1164,3270
"GSK3B","FOXM1",1164,1030
"GSK3B","SLC6A4",1164,2764
"GSK3B","KNSTRN",1164,1503
"GSK3B","AREL1",1164,147
"GSK3B","SIGIRR",1164,2717
"MAPKAPK3","TAB3",1655,2976
"MAPKAPK3","BECN1",1655,272
"BMX","FGFR1",291,990
"BMX","TNK2",291,3081
"BMX","BAK1",291,245
"BMX","PAK1",291,2021
"BMX","BCAR1",291,256
"BMX","MET",291,1715
"PLK2","YWHAE",2197,3332
"PLK2","CALU",2197,345
"PLK2","TP73",2197,3102
"ARAF","BAD",145,239
"ARAF","SLC9A3R2",145,2771
"DYRK1B","ID2",812,1318
"DYRK1B","H3-3A",812,1211
"DYRK1B","EHMT2",812,842
"DYRK1B","LIN52",812,1550
"MKNK2","SPRY2",1732,2856
"MKNK2","PLEC",1732,2188
"PIM3","STAT5B",2151,2903
"PIM3","MYC",2151,1778
"PIM3","IRS1",2151,1376
"PIM3","PSMD2",2151,2346
"LCK","PRDX1",1530,2280
"LCK","CD247",1530,426
"LCK","CHN2",1530,558
"LCK","BTLA",1530,313
"LCK","STAT2",1530,2899
"LCK","STAT5A",1530,2902
"LCK","ITGB2",1530,1388
"LCK","DGKA",1530,730
"LCK","PPP2CA",1530,2269
"LCK","THEMIS",1530,3047
"LCK","CBL",1530,386
"LCK","LAX1",1530,1528
"LCK","TBK1",1530,3003
"LCK","SLC25A4",1530,2751
"LCK","SSBP3",1530,2884
"LCK","PECAM1",1530,2097
"LCK","SENP1",1530,2665
"LCK","TIGIT",1530,3058
"LCK","G3BP1",1530,1055
"LCK","WAS",1530,3281
"EPHA1","GJB1",892,1100
"MST1R","GJB1",1757,1100
"RET","STAT3",2502,2900
"UHMK1","NCOA3",3221,1830
"IKBKE","PELI1",1334,2098
"IKBKE","NFATC1",1334,1877
"IKBKE","IRF1",1334,1371
"IKBKE","CDK2AP1",1334,489
"IKBKE","YAP1",1334,3323
"IKBKE","DDX3X",1334,715
"IKBKE","PBXIP1",1334,2049
"IKBKE","GSK3A",1334,1163
"IKBKE","ASB8",1334,187
"IKBKE","HTT",1334,1309
"IKBKE","RIGI",1334,2531
"IKBKE","FERMT2",1334,981
"IKBKE","XIAP",1334,3310
"IKBKE","STAT2",1334,2899
"IKBKE","FAF1",1334,949
"MAPK12","NUP62",1641,1982
"MAPK12","HSP90AA1",1641,1296
"MAPK12","TP53",1641,3097
"MAPK12","SREBF1",1641,2865
"MAPK12","GYS1",1641,1180
"MAPK12","HSF1",1641,1294
"MAPK12","CTNNB1",1641,648
"MAPK12","KAT5",1641,1416
"PDPK1","EPAS1",2089,888
"PDPK1","PIP5K1C",2089,2161
"PDPK1","PGK1",2089,2114
"MAP3K5","SIAH1",1625,2715
"MAP3K5","STRAP",1625,2940
"MAP3K5","MAPK8",1625,1649
"MAP3K5","MAPRE1",1625,1657
"MAP3K5","MAP2K6",1625,1612
"MAP3K5","MAPK14",1625,1643
"EPHA8","GLO1",900,1107
"MAP3K13","TRIM25",1618,3124
"KDR","PFN1",1462,2111
"GRK5","FZD6",1156,1053
"GRK5","HDAC6",1156,1235
"CSNK2A2","CTNNB1",637,648
"CSNK2A2","CSNK2B",637,639
"CSNK2A2","CCNH",637,413
"CSNK2A2","TP73",637,3102
"CSNK2A2","TYMS",637,3193
"CSNK2A2","SRPK1",637,2870
"ACVRL1","ENG",40,882
"LRRK2","MAPT",1574,1660
"LRRK2","RDX",1574,2489
"LRRK2","DNAJC6",1574,761
"LRRK2","EZR",1574,943
"LRRK2","RAB5B",1574,2409
"LRRK2","MAP3K5",1574,1625
"LRRK2","NSF",1574,1963
"LRRK2","DNM1L",1574,763
"LRRK2","APP",1574,136
"LRRK2","AP2M1",1574,124
"LRRK2","SQSTM1",1574,2862
"LRRK2","RPS11",1574,2580
"LRRK2","RAB8A",1574,2410
"LRRK2","TP53",1574,3097
"LRRK2","LARS1",1574,1522
"LRRK2","FZD3",1574,1052
"LRRK2","RPS15",1574,2581
"SIK1","NCOR2",2719,1833
"MAPK14","AIMP2",1643,76
"MAPK14","SLC6A2",1643,2762
"MAPK14","TP63",1643,3101
"MAPK14","ETV6",1643,935
"MAPK14","RBM17",1643,2469
"MAPK14","MYLK",1643,1791
"MAPK14","KCNQ2",1643,1451
"MAPK14","FOXC1",1643,1025
"MAPK14","NOS3",1643,1918
"MAPK14","MAP4",1643,1630
"MAPK14","CDT1",1643,509
"MAPK14","DDX5",1643,718
"MAPK14","USP21",1643,3242
"MAPK14","SLC6A4",1643,2764
"MAPK14","POU3F2",1643,2227
"MAPK14","RPS27",1643,2583
"MAPK14","KARS1",1643,1413
"MAPK14","HTRA2",1643,1308
"MAPK14","ISL1",1643,1381
"MAPK14","FH",1643,995
"MAPK14","CBX4",1643,392
"MAPK14","AR",1643,144
"MAPK14","BUB3",1643,317
"MAPK14","CDKN2D",1643,508
"MAPK14","SOX9",1643,2834
"MAPK14","GRHL3",1643,1145
"MAPK14","DROSHA",1643,785
"MAPK14","RBPJ",1643,2482
"MAPK14","BCL2L1",1643,262
"MAPK14","GATA2",1643,1075
"MAPK14","SREBF1",1643,2865
"MAPK14","CRYAB",1643,623
"MAPK14","LAMP2",1643,1516
"MAPK14","TRIM9",1643,3133
"MAPK14","SMAD9",1643,2786
"MAPK14","SNAI1",1643,2799
"MAPK14","SKP2",1643,2736
"MAPK14","ATF6",1643,198
"MAPK14","FOXC2",1643,1026
"MAPK14","HSPB1",1643,1302
"MAPK14","SNX27",1643,2818
"MAPK14","MRTFA",1643,1753
"MAPK14","AGO2",1643,66
"MAPK14","MAOA",1643,1599
"MAPK14","ZAP70",1643,3339
"MAPK14","HSF1",1643,1294
"MAPK14","GJA1",1643,1097
"MAPK14","KAT5",1643,1416
"MAPK14","PRKN",1643,2314
"MAPK14","MDM4",1643,1698
"MAPK14","TRIM28",1643,3125
"MAPK14","IFNAR1",1643,1327
"MAPK14","MFF",1643,1719
"MAPK14","EZH2",1643,942
"MAPK14","BACE1",1643,237
"MAPK14","TXNIP",1643,3191
"FES","NSF",983,1963
"WNK4","CLDN7",3300,578
"WNK4","SLC12A3",3300,2744
"WNK4","WNK4",3300,3300
"CHUK","MTOR",563,1765
"CHUK","ATG16L1",563,203
"CHUK","COPS5",563,602
"CHUK","CTNNB1",563,648
"CHUK","MTURN",563,1767
"CHUK","H3C1",563,1213
"CHUK","ELAVL1",563,865
"CHUK","BCL3",563,265
"CHUK","NFKB2",563,1885
"CHUK","MYC",563,1778
"CHUK","REL",563,2494
"CHUK","ESR1",563,926
"CHUK","RELB",563,2496
"CHUK","AMBRA1",563,101
"CHUK","BBC3",563,254
"CDK2","SNAPIN",487,2804
"CDK2","MAPT",487,1660
"CDK2","CCP110",487,418
"CDK2","MED1",487,1702
"CDK2","BTG1",487,310
"CDK2","NCL",487,1827
"CDK2","EEF2",487,834
"CDK2","ANKRD17",487,113
